Application_ID,Application_Date,Sanction_Date,Disbursal_Date,Borrower_Name,Age,Gender,Marital_Status,Dependents,PAN,Aadhaar,Mobile,Email,Property_City,Property_State,Property_Pincode,Employment_Type,Employer_Name,Years_With_Employer,Monthly_Income_Stated,Annual_Income_Stated,Actual_Bank_Credit_Monthly,ITR_Income_Last_FY,ITR_Income_Prev_FY,Form16_Available,Loan_Purpose,Property_Type,Market_Value_INR,Loan_Amount_INR,LTV_Ratio,Down_Payment_INR,Down_Payment_Source,Tenure_Years,Interest_Rate_pct,EMI_INR,FOIR,Existing_Monthly_EMI,Co_Applicant,Co_Applicant_Name,Co_Applicant_Annual_Income,CIBIL_Score,Num_Credit_Enquiries_Last_30D,Prev_Loan_Bank,Prev_Default_History,Valuation_Agency,Legal_Opinion,CERSAI_Checked,RERA_Registered,Title_Chain_Clear,EC_Years_Verified,Disbursement_Mode,Broker_Involved,Broker_DSA_Name,First_EMI_Status,DPD_Bucket_Current,Loan_Status,NPA_Date,Fraud_Type,Fraud_Label_01,Anomaly_Notes,Email_Name_Mismatch,Signature_Mismatch,ID_Docs_Altered,Salary_Round_Figure_Flag,PF_Deduction_Missing,Salary_Credited_From_Personal_Acct,ITR_Filed_Just_Before_Application,Month_End_Fund_Parking,Valuation_Inflation_Flag,OC_CC_Available,Disbursement_To_NonSeller_Flag,Legal_Opinion_TAT_Hours,Bank_Statement_Tampered,PDF_Metadata_Anomaly,Borrower_Unreachable,AML_Flag,Loan_Foreclosed_Within_6M,PEP_Involved,Overseas_Wire_Transfer_Detected
HL201806742,05-07-2018,25-07-2018,30-07-2018,Dinesh Rao,38.0,Female,Married,3.0,CAIEN4189I,8128 6493 3829,+91 7623865176,dinesh_rao@hotmail.com,Bangalore,Karnataka,356949.0,Salaried,L&T Construction,2.0,265337,3184044.0,228566.0,3125295.0,2569285.0,Yes,Construction,Independent House,15805958,11064170,0.7,4741788,Sale of Asset,17,11.96,127077,0.48,9849,No,,0.0,749.0,2,HDFC Bank,,Empanelled Valuer A,Minor Observations,Yes,Yes,No,29.0,NEFT to Builder,No,,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,No,No,116,No,No,No,No,No,No,No
HL201103541,09-07-2011,06-08-2011,16-08-2011,Harish Joshi,55.0,Male,Single,2.0,KBBXO8644P,4690 6451 2528,+91 8052710615,harish_joshi@hotmail.com,Surat,Gujarat,478963.0,Self-Employed Professional,Self,4.0,147553,1770636.0,138300.0,1933400.0,1435540.0,,Extension,Villa,17059739,11430025,0.67,5629714,Own Savings,19,12.26,129537,0.88,9852,No,,0.0,737.0,0,Kotak Bank,1 DPD,Empanelled Valuer A,Adverse,No,Yes,No,10.0,Cheque,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,60,No,No,No,No,No,No,No
HL201802066,25-03-2018,18-04-2018,04-05-2018,Amit Malhotra,56.0,Female,Widowed,2.0,KWDCC7551K,8168 1427 7504,+91 7472095029,amitmalhotra92@hotmail.com,Indore,Madhya Pradesh,472440.0,Self-Employed Business,Self,16.0,244164,2929968.0,,3135085.0,2201698.0,,Construction,Independent House,24275272,16992690,0.7,7282582,Own Savings,12,9.37,196940,0.81,1677,Yes,Amit Sharma,267024.0,772.0,0,ICICI Bank,,Third Party Valuer,Minor Observations,Yes,Not Applicable,Partial,13.0,NEFT to Builder,Yes,DSA/Bhatia Associates,Paid,31-60,Active,,CLEAN,0,,0,No,No,No,No,No,Yes,No,No,Yes,No,57,No,No,No,No,No,No,No
HL200504888,15-03-2005,30-03-2005,06-04-2005,Pushpa Pandey,48.0,Male,Married,4.0,QYIGX1622W,7549 5320 5631,+91 7800550242,pushpa_pandey@yahoo.com,Visakhapatnam,Andhra Pradesh,620383.0,Self-Employed Professional,Self,9.0,231423,2777076.0,200478.0,2858633.0,2554213.0,,Construction,Villa,7472649,5604486,0.75,1868163,Unknown,11,8.63,65894,0.28,15646,No,,0.0,746.0,3,Axis Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,15.0,Cheque,Yes,DSA/Iyer Associates,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,94,No,No,No,No,No,No,No
HL201609135,20-10-2016,02-11-2016,11-11-2016,Arun Naidu,61.0,Male,Married,2.0,ZJLUU6039Y,9815 9615 5842,+91 9186945895,arun.naidu@outlook.com,Visakhapatnam,Andhra Pradesh,693235.0,Self-Employed Professional,Self,11.0,79613,955356.0,73095.0,1040734.0,831582.0,,Repair/Renovation,Flat/Apartment,21190332,16316555,0.77,4873777,Third Party,18,11.83,182820,2.3,1883,No,,0.0,793.0,0,SBI,,Empanelled Valuer B,Minor Observations,Yes,Yes,Yes,18.0,NEFT to Seller,No,,Paid,90+,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,37,No,No,No,No,No,No,No
HL200402701,05-02-2004,23-02-2004,29-02-2004,Mahesh Bansal,,Male,Married,2.0,BANRS1622E,6374 9247 2103,+91 8182654628,maheshbansal@gmail.com,Pune,Maharashtra,218445.0,Salaried,Flipkart,6.0,108854,1306248.0,104537.0,1361422.0,1079652.0,Yes,Construction,Flat/Apartment,10291114,8129980,0.79,2161134,Own Savings,10,10.03,107573,0.99,4923,Yes,Dinesh Mishra,974148.0,754.0,1,PNB,,Empanelled Valuer B,Minor Observations,Yes,Yes,,28.0,NEFT to Builder,No,,Delayed,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,108,No,No,No,No,No,No,No
HL201801094,09-08-2018,21-08-2018,02-09-2018,Alok Pillai,39.0,Female,Widowed,4.0,HPFDP9539O,4434 2262 6749,+91 7156457984,alok_pillai@yahoo.com,Thane,Maharashtra,520044.0,Salaried,Sun Pharma,16.0,122088,1465056.0,108349.0,1453498.0,1203326.0,Yes,Balance Transfer,Villa,23915667,16262653,0.68,7653014,Own Savings,30,8.36,123435,1.01,9842,No,,0.0,780.0,0,IndusInd Bank,,Third Party Valuer,Clear,No,Yes,Yes,30.0,Partial Cash,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,70,No,No,No,No,No,No,No
HL200500277,04-06-2005,23-06-2005,04-07-2005,Sudha Roy,58.0,Female,Married,3.0,IYSXV3325U,4691 1024 4272,+91 9538516079,sroy@yahoo.com,Visakhapatnam,Andhra Pradesh,542293.0,Salaried,Bharat Electronics,2.0,217866,2614392.0,208690.0,2822630.0,2003663.0,Yes,Purchase,Independent House,11172597,8938077,0.8,2234520,Third Party,19,10.15,88583,0.41,7602,No,,0.0,714.0,2,PNB,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,Yes,19.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,89,No,No,No,No,No,No,No
HL201502617,04-12-2015,23-12-2015,28-12-2015,Ashok Desai,45.0,Female,Married,2.0,BIOLU5660P,3743 7800 8849,+91 7817862188,ashok_desai@gmail.com,Thane,Maharashtra,522941.0,Salaried,,5.0,104577,1254924.0,104067.0,1272373.0,998020.0,Yes,Repair/Renovation,Villa,10832212,8124159,0.75,2708053,Own Savings,14,7.87,79937,0.76,3423,Yes,Jyoti Sharma,904812.0,721.0,1,Axis Bank,,Collusive Valuer,Clear,Yes,Yes,Yes,24.0,Partial Cash,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,30,No,No,No,No,No,No,No
HL202004307,13-05-2020,27-05-2020,08-06-2020,Ravi Shah,48.0,Male,Married,3.0,TYJFD4054Y,2887 3211 1633,+91 7961452286,rshah@rediffmail.com,Thane,Maharashtra,130450.0,Self-Employed Professional,Self,16.0,214582,2574984.0,207421.0,2375241.0,2348320.0,,Repair/Renovation,Plot+Construction,23174704,15063557,0.65,8111147,Family Gift,18,8.32,134731,0.63,24881,Yes,Kishore Pandey,1168404.0,758.0,3,ICICI Bank,,Third Party Valuer,Clear,Yes,No,Yes,18.0,NEFT to Builder,Yes,DSA/Sharma Associates,Bounced,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,43,No,No,No,No,No,No,No
HL201400812,05-11-2014,28-11-2014,12-12-2014,Shanti Tiwari,38.0,Male,Married,3.0,LPCLM3897Y,9805 1800 1304,+91 8596319171,shantitiwari@outlook.com,Agra,Uttar Pradesh,454475.0,Government,HCL Technologies,,74914,898968.0,77179.0,968864.0,897655.0,No,Construction,Flat/Apartment,17703819,12569711,0.71,5134108,Own Savings,21,10.94,127549,1.7,1523,No,,0.0,738.0,1,IndusInd Bank,,Collusive Valuer,Clear,Post-Sanction Only,No,Yes,24.0,Partial Cash,No,,Paid,0,NPA,,OCCUPANCY_FRAUD,1,Borrower office 75km+ from property; existing residence matches workplace; insurance policy = commercial landlord type,0,No,No,No,No,No,No,No,Yes,Yes,No,91,Yes,No,No,No,No,No,No
HL202305666,09-12-2023,30-12-2023,08-01-2024,Naresh Naidu,43.0,Other,Married,2.0,UCYHI5106B,7035 3693 7631,+91 8247270142,nnaidu@outlook.com,Ghaziabad,Uttar Pradesh,201316.0,Government,Swiggy,17.0,40413,484956.0,41773.0,513803.0,407753.0,Yes,Extension,Row House,15471504,11139482,0.72,4332022,Family Gift,13,9.55,124927,3.09,5050,No,,,710.0,0,Canara Bank,,Empanelled Valuer B,Clear,Yes,No,Partial,13.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,68,No,No,No,No,No,No,No
HL201204556,07-11-2012,20-11-2012,24-11-2012,Girish Bose,33.0,Male,Married,0.0,IZVCK2147G,8721 2500 3541,+91 9708444294,girish.bose@gmail.com,Agra,Uttar Pradesh,730643.0,Salaried,Sri Ram Trading Co,14.0,489413,5872956.0,174002.0,6206955.0,5361512.0,Yes,Extension,Independent House,4211012,2695047,0.64,1515965,Unknown,23,10.0,24987,0.05,29092,Yes,Savita Goel,542364.0,690.0,3,PNB,,Third Party Valuer,Clear,Post-Sanction Only,Yes,Yes,11.0,NEFT to Builder,Yes,DSA/Mishra Associates,Paid,1-30,Closed,,INCOME_FRAUD,1,Inflated CTC; employer phone resolves to mobile; ITR XML hash mismatch suspected,0,No,No,No,Yes,No,No,No,No,Yes,Yes,24,No,No,No,No,Yes,No,No
HL200905990,06-02-2009,07-03-2009,20-03-2009,Rohit Tiwari,53.0,Male,Divorced,3.0,PPTES8889L,5658 5803 2336,+91 9995770752,rohittiwari@yahoo.com,Bhopal,Madhya Pradesh,775568.0,Self-Employed Professional,Self,2.0,281696,3380352.0,290276.0,3421512.0,3368918.0,,Purchase,Plot+Construction,16467592,10374582,0.63,6093010,Sale of Asset,10,10.76,141504,0.5,20370,No,,,684.0,1,ICICI Bank,,Empanelled Valuer B,Clear,Yes,No,No,16.0,Cash,Yes,DSA/Joshi Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,79,No,No,No,No,No,No,No
HL201206635,10-09-2012,19-09-2012,06-10-2012,Girish Desai,44.0,Male,Married,4.0,VVCGJ3156Y,8558 2539 6366,+91 9237380171,girish_desai@outlook.com,Bangalore,Karnataka,726524.0,Salaried,Infosys Ltd,15.0,74559,894708.0,77987.0,869307.0,719879.0,,Extension,Independent House,22794431,13676658,0.6,9117773,Third Party,19,9.55,130210,1.75,10873,No,,0.0,790.0,0,HDFC Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,18.0,NEFT to Builder,Yes,DSA/Iyer Associates,Paid,0,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,99,No,No,No,No,No,No,No
HL201204685,10-03-2012,28-03-2012,12-04-2012,Manish Yadav,53.0,Male,Married,1.0,EEKOQ7580B,2390 9881 1527,+91 7342568506,manish_yadav@outlook.com,Patna,Bihar,185622.0,Salaried,L&T Construction,9.0,153023,1836276.0,143635.0,1688010.0,1811113.0,No,Extension,Flat/Apartment,24383904,17556410,0.72,6827494,Own Savings,28,8.99,143188,0.94,15108,No,,0.0,778.0,6,BOB,,Empanelled Valuer B,Clear,Yes,Yes,No,26.0,NEFT to Seller,Yes,DSA/Mehta Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,72,No,No,Yes,No,No,No,No
HL201105095,29-05-2011,07-06-2011,18-06-2011,Mahesh Shah,26.0,Female,Single,,LCVQM6429U,3674 7197 4173,+91 7482379595,amit118@yahoo.com,Kochi,Kerala,323808.0,Salaried,Zomato,13.0,68080,816960.0,59644.0,783681.0,770646.0,No,Extension,Row House,5216274,3755717,0.72,1460557,Third Party,27,11.69,38240,0.56,7290,No,,0.0,682.0,2,Kotak Bank,,Collusive Valuer,Adverse,Post-Sanction Only,Yes,Partial,22.0,Cash,Yes,DSA/Joshi Associates,Paid,0,Closed,,CLEAN,0,,1,No,No,No,No,No,No,No,No,Yes,No,108,No,No,No,No,No,No,No
HL202407029,11-03-2024,22-03-2024,31-03-2024,Jyoti Agarwal,45.0,Male,Single,3.0,XXHNO2646K,3815 6245 7960,+91 9018784983,jyoti59@hotmail.com,Kolkata,West Bengal,114352.0,Salaried,ONGC,8.0,162229,1946748.0,151689.0,2130737.0,1530817.0,Yes,Balance Transfer,Flat/Apartment,7585539,5309877,0.7,2275662,Own Savings,8,8.75,77103,0.48,16182,No,,0.0,694.0,0,,,Empanelled Valuer A,Conditional Clear,Post-Sanction Only,Yes,Yes,17.0,NEFT to Seller,Yes,DSA/Gupta Associates,Paid,1-30,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,67,No,No,No,No,No,No,No
HL200401903,17-09-2004,25-09-2004,04-10-2004,Amit Rao,56.0,Male,Married,1.0,XQZEF1900H,5376 1963 2645,+91 8486815315,amit30@gmail.com,Bangalore,Karnataka,484197.0,Self-Employed Professional,Self,15.0,256980,3083760.0,268287.0,3342536.0,2952785.0,,Balance Transfer,Independent House,17140160,12512316,0.73,4627844,Own Savings,28,8.98,101961,0.4,34776,No,,0.0,754.0,2,Union Bank,,Empanelled Valuer A,Clear,Yes,Yes,No,28.0,NEFT to Builder,No,,Bounced,1-30,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,36,No,No,No,No,No,No,No
HL202002772,07-02-2020,17-02-2020,07-03-2020,Ashok Shah,57.0,Male,Single,1.0,VVMDN8895Z,2077 6356 3833,+91 9312316927,ashok_shah@yahoo.com,Delhi,Delhi,725828.0,Self-Employed Professional,Self,16.0,179338,2152056.0,179284.0,2143085.0,1796741.0,,Purchase,Flat/Apartment,11753345,9050075,0.77,2703270,Sale of Asset,24,9.25,78342,0.44,13491,Yes,Lata Roy,1033044.0,756.0,1,Kotak Bank,,Empanelled Valuer B,Minor Observations,Post-Sanction Only,Yes,No,23.0,NEFT to Seller,Yes,DSA/Sen Associates,Bounced,0,NPA,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,43,No,No,No,No,No,No,No
HL202303725,12-11-2023,01-12-2023,15-12-2023,Bharat Saxena,58.0,,Married,0.0,GAXFQ5522Q,6889 5090 5986,+91 8548766087,bharat.saxena@yahoo.com,Thane,Maharashtra,197888.0,Salaried,Bharat Electronics,14.0,173021,2076252.0,160647.0,1879357.0,1619726.0,Yes,Construction,Independent House,7730802,5411561,0.7,2319241,Own Savings,11,7.77,61107,0.89,16880,Yes,Suresh Pandey,759252.0,769.0,0,ICICI Bank,Written Off,Empanelled Valuer A,Clear,Yes,Yes,Yes,25.0,NEFT to Seller,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,112,No,No,No,No,No,No,No
HL200800016,26-01-2008,11-02-2008,29-02-2008,Vinod Singh,,Male,Married,2.0,DAPXN3878E,7764 4770 9196,+91 9189056421,vinod55@rediffmail.com,Pune,Maharashtra,592088.0,Self-Employed Professional,Self,19.0,98107,1177284.0,95951.0,1154923.0,933548.0,,Purchase,Independent House,20300045,12992028,0.64,7308017,Own Savings,7,9.6,213007,2.17,2578,No,,0.0,723.0,0,Yes Bank,,Third Party Valuer,Clear,Post-Sanction Only,Yes,Yes,23.0,Cheque,Yes,DSA/Mehta Associates,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,42,No,No,No,No,No,No,No
HL200408481,31-08-2004,13-09-2004,30-09-2004,Ajay Verma,31.0,Male,Divorced,4.0,DUGYP8174U,2306 1402 6687,+91 8307710447,ajay.verma@outlook.com,Agra,Uttar Pradesh,737460.0,Salaried,Indian Oil Corporation,14.0,277739,3332868.0,281299.0,3151765.0,3123390.0,Yes,Purchase,Plot+Construction,16649158,11487919,0.69,5161239,Own Savings,6,8.15,202262,0.73,16190,Yes,Usha Desai,353112.0,761.0,1,Canara Bank,2+ DPD,Collusive Valuer,Clear,Yes,Not Applicable,No,16.0,Partial Cash,No,,Delayed,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,69,No,No,No,No,No,No,No
HL202306297,04-01-2023,30-01-2023,09-02-2023,Dinesh Sharma,24.0,Female,Married,4.0,DPGVV4610Z,,+91 7472113761,dinesh_sharma@yahoo.com,Noida,Uttar Pradesh,565491.0,Salaried,Flipkart,18.0,98176,1178112.0,87956.0,1277335.0,1107479.0,Yes,Balance Transfer,Independent House,8895068,5514942,0.62,3380126,Own Savings,26,11.5,55692,0.57,11122,No,,0.0,786.0,1,Union Bank,,Empanelled Valuer A,Clear,Post-Sanction Only,Yes,No,26.0,NEFT to Builder,Yes,DSA/Pillai Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,55,No,No,No,No,No,No,No
HL201506769,23-06-2015,12-07-2015,23-07-2015,Arun Joshi,33.0,Male,Divorced,3.0,LVVNP2785C,6054 6802 8793,+91 9181981081,arun5228@outlook.com,Mumbai,Maharashtra,,Self-Employed Business,Self,17.0,299486,3593832.0,292847.0,3866954.0,2913470.0,,Construction,Row House,3874182,2866894,0.74,1007288,Own Savings,22,10.59,28058,0.09,32318,Yes,Asha Chopra,985764.0,697.0,3,Axis Bank,,Empanelled Valuer B,Clear,Yes,Yes,Yes,17.0,NEFT to Builder,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,60,No,No,No,No,No,No,No
HL202204114,30-10-2022,11-11-2022,,Usha Shah,48.0,Male,Married,4.0,PXLNB8933U,9037 5026 9294,+91 8089530279,ushah@gmail.com,Lucknow,Uttar Pradesh,788299.0,Salaried,Bajaj Auto,6.0,61446,737352.0,62537.0,731575.0,668418.0,No,Extension,Row House,7587200,4855808,0.64,2731392,Own Savings,15,11.03,55282,0.9,2285,Yes,Pooja Bansal,341100.0,706.0,0,PNB,,Third Party Valuer,Clear,Yes,No,Yes,29.0,NEFT to Seller,Yes,DSA/Agarwal Associates,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,59,No,No,No,No,No,No,No
HL202206934,20-06-2022,18-07-2022,22-07-2022,Asha Ghosh,35.0,Male,Married,4.0,VHPLZ6669Z,9178 9797 1662,+91 8310033312,asha82@rediffmail.com,Delhi,Delhi,686883.0,Self-Employed Professional,Self,6.0,161094,1933128.0,165830.0,1925513.0,1543512.0,,Extension,Plot+Construction,5381606,4090020,0.76,1291586,Own Savings,10,7.67,48912,0.3,7348,No,,0.0,773.0,3,ICICI Bank,,Empanelled Valuer A,Minor Observations,Yes,Not Applicable,No,23.0,Partial Cash,Yes,DSA/Reddy Associates,Paid,0,NPA,,CLEAN,0,,0,No,No,No,Yes,No,No,No,No,Yes,No,86,No,No,No,No,No,No,No
HL200900195,13-03-2009,10-04-2009,23-04-2009,Manish Verma,27.0,Female,Married,4.0,WGPZD8192Z,7304 7087 1937,+91 9452589281,manish_verma@gmail.com,Pune,Maharashtra,230752.0,Salaried,Wipro Ltd,10.0,63887,766644.0,55390.0,782030.0,666362.0,No,Balance Transfer,Plot+Construction,10603218,7528284,0.71,3074934,Own Savings,21,7.92,61384,0.89,8807,Yes,Pooja Kumar,249228.0,747.0,0,Canara Bank,,Third Party Valuer,Clear,Yes,Yes,Yes,20.0,Cheque,No,,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,Yes,No,No,No,Yes,No,74,No,No,No,No,No,No,No
HL202102997,23-11-2021,20-12-2021,28-12-2021,Savita Sinha,58.0,Female,Married,4.0,OMDHW9186U,8451 7739 8418,+91 9269584855,savitasinha@hotmail.com,Mumbai,Maharashtra,179482.0,Salaried,Dr Reddy's Labs,12.0,215400,2584800.0,192718.0,2623991.0,2138208.0,Yes,Purchase,Row House,7816351,5705936,0.73,2110415,Family Gift,23,7.93,45015,0.21,3988,Yes,Vijay Tiwari,720864.0,790.0,2,Canara Bank,,Empanelled Valuer B,Adverse,Yes,No,No,11.0,NEFT to Seller,Yes,DSA/Chopra Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,40,No,No,No,No,No,No,No
HL201704354,19-05-2017,02-06-2017,09-06-2017,Alok Gupta,51.0,Female,Married,0.0,RWTHT8286D,9793 7634 6264,+91 7703091038,alok_gupta@hotmail.com,Ghaziabad,Uttar Pradesh,785876.0,Government,Dr Reddy's Labs,2.0,79288,951456.0,80986.0,862543.0,882714.0,No,Extension,Row House,18045014,12090159,0.67,5954855,Own Savings,12,11.67,156387,1.97,3684,Yes,Alok Gupta,1168212.0,704.0,2,BOB,1 DPD,Empanelled Valuer B,Clear,Yes,No,Yes,18.0,Partial Cash,Yes,DSA/Roy Associates,Paid,0,Restructured,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,42,No,No,No,No,No,No,No
HL202406837,28-08-2024,21-09-2024,25-09-2024,Kavita Bhatia,34.0,Male,Widowed,,YKUYF6634G,7694 2347 5483,+91 8397425947,kavita.bhatia@hotmail.com,Thane,Maharashtra,446728.0,Self-Employed Professional,Self,9.0,225066,,205767.0,2628485.0,2331393.0,,Balance Transfer,Independent House,21307169,15128089,0.71,6179080,Family Gift,30,9.83,130863,0.58,24372,Yes,Neha Goel,1116672.0,685.0,0,Axis Bank,,Empanelled Valuer B,Clear,Yes,Not Applicable,Yes,,Cheque,No,,Paid,90+,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,27,No,No,No,No,No,No,No
HL202108854,24-01-2021,15-02-2021,06-03-2021,Sarla Ghosh,49.0,Male,Single,4.0,EXYQP4721P,2165 8074 5118,+91 8360819368,sarla_ghosh@outlook.com,Kanpur,Uttar Pradesh,677440.0,Salaried,Wipro Ltd,13.0,77869,934428.0,78056.0,966269.0,852746.0,Yes,Extension,Villa,5914560,4081046,0.69,1833514,Family Gift,18,10.23,41409,0.53,4579,No,,0.0,790.0,0,ICICI Bank,,Empanelled Valuer A,Clear,No,Yes,Yes,29.0,NEFT to Seller,Yes,DSA/Tiwari Associates,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,115,No,No,No,No,No,No,No
HL201505140,19-06-2015,29-06-2015,08-07-2015,Poonam Agarwal,28.0,Male,Married,4.0,DYIOQ1923F,5764 6134 9509,+91 9300915502,poonam_agarwal@yahoo.com,Patna,Bihar,494149.0,Salaried,Axis Bank,16.0,112308,1347696.0,111086.0,1470816.0,1241296.0,Yes,Repair/Renovation,Plot+Construction,21274048,17019238,0.8,4254810,Third Party,16,9.38,171491,1.53,616,No,,0.0,708.0,2,Yes Bank,Written Off,Third Party Valuer,Clear,No,No,Yes,16.0,NEFT to Seller,Yes,DSA/Mukherjee Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,35,No,No,No,No,No,No,No
HL200504973,31-05-2005,27-06-2005,06-07-2005,Arun Pandey,26.0,,Married,1.0,SIOVT1048B,2947 4992 7073,+91 9305467901,arun_pandey@rediffmail.com,Thane,Maharashtra,,Salaried,L&T Construction,7.0,203134,2437608.0,193948.0,2227932.0,1902935.0,Yes,Repair/Renovation,Villa,18357630,11932459,0.65,6425171,Own Savings,25,7.74,90050,0.44,27357,No,,0.0,764.0,3,HDFC Bank,,Third Party Valuer,Conditional Clear,Yes,Yes,Yes,27.0,NEFT to Seller,No,,Paid,0,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,112,No,No,No,No,No,No,No
HL202301967,10-05-2023,02-06-2023,14-06-2023,Nirmala Chauhan,45.0,Female,Divorced,1.0,YKIKL4579R,2414 8989 9511,+91 8500755539,nirmala.chauhan573@hotmail.com,Chennai,Tamil Nadu,152735.0,Self-Employed Business,Self,11.0,57604,691248.0,54627.0,642538.0,675949.0,,Purchase,Villa,10741725,7411790,0.69,3329935,Own Savings,16,10.62,80405,1.4,3775,No,,0.0,695.0,0,Yes Bank,,Empanelled Valuer B,Adverse,Post-Sanction Only,Not Applicable,Yes,12.0,NEFT to Builder,Yes,DSA/Roy Associates,Delayed,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,69,No,No,No,No,No,No,No
HL201807312,28-06-2018,25-07-2018,09-08-2018,Poonam Ghosh,51.0,Male,Divorced,3.0,ZIWVU5495G,9650 7084 8330,+91 8552455267,poonam_ghosh83@rediffmail.com,Kochi,Kerala,729174.0,Salaried,ICICI Bank,18.0,254136,3049632.0,227383.0,2825915.0,2499882.0,No,Balance Transfer,Flat/Apartment,9267071,6208937,0.67,3058134,Sale of Asset,10,11.65,87828,0.35,98,No,,0.0,793.0,2,Union Bank,1 DPD,Empanelled Valuer A,Clear,Yes,Yes,Yes,12.0,NEFT to Builder,Yes,DSA/Saxena Associates,Paid,0,Closed,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,82,No,No,No,No,No,No,No
HL202005558,13-08-2020,28-08-2020,15-09-2020,Amit Agarwal,59.0,Male,Married,0.0,BYXFA1634W,6314 5763 4877,+91 8172666286,amit_agarwal890@outlook.com,Ghaziabad,Uttar Pradesh,253875.0,Salaried,Zomato,5.0,94981,1139772.0,89166.0,1056841.0,,No,Repair/Renovation,Villa,5786959,3761523,0.65,2025436,Family Gift,15,8.31,36623,0.39,223,Yes,Amit Patel,245700.0,691.0,0,PNB,,Empanelled Valuer A,Clear,No,Yes,Yes,12.0,Cheque,Yes,DSA/Dubey Associates,Paid,0,Written Off,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,37,No,No,No,No,No,No,No
HL201506850,24-11-2015,23-12-2015,04-01-2016,Sarla Saxena,43.0,,Widowed,3.0,PXCUJ6679J,8391 6692 5530,+91 9609324219,ssaxena341@hotmail.com,Nagpur,Maharashtra,372197.0,Salaried,HCL Technologies,20.0,267990,3215880.0,,3136560.0,2891170.0,No,Repair/Renovation,Plot+Construction,9039505,6418048,0.71,2621457,Own Savings,28,8.47,50006,0.19,9957,No,,0.0,707.0,2,Kotak Bank,,Empanelled Valuer B,Clear,No,Not Applicable,Partial,29.0,NEFT to Builder,Yes,DSA/Tripathi Associates,Paid,1-30,Active,,CLEAN,0,,0,No,No,No,No,No,No,No,No,Yes,No,44,No,No,No,No,No,No,No
